transaction_id,order_number,user_id,created_at,products,product_count
33d403df-17ad-4930-a267-9cb41748f67b,AR-2026-001083,934c5c14-3a4d-4803-8218-546b43273d82,2026-02-07T21:20:48.313Z,"[""Harbinger Ankle Cuff Pair Negro"",""Harbinger Foam Core Belt Gris"",""Harbinger Speed Rope Negro""]",3
312e52a0-4501-424f-85e9-aa3574183374,AR-2026-001235,d68d5d70-c30f-4935-b721-3425cf337678,2026-02-07T22:06:46.275Z,"[""Harbinger Balance Pad Azul"",""Harbinger Figure 8 Lifting Straps Negro"",""Harbinger Power Lifting Belt Negro"",""Harbinger Triceps V Bar Cromado""]",4
13304ea8-9f32-4610-96a2-fdc07246c70d,AR-2026-001245,fb13f382-820a-4b02-a9b0-92bfbfa349ec,2026-02-08T04:11:34.149Z,"[""Harbinger Balance Pad Azul"",""Harbinger Power Lifting Belt Negro""]",2
718a757d-5a0c-4ffd-8a0d-5e6f32d7269f,AR-2026-000926,11844694-f428-4250-b034-140498c1f646,2026-02-08T18:00:13.390Z,"[""Harbinger Figure 8 Lifting Straps Negro"",""Harbinger Foam Core Belt Gris""]",2
2398f0bc-c138-42f9-ad86-8a0c0622541a,AR-2026-000372,19e2d47a-a423-4f0c-8d3a-cac5507c8cf4,2026-02-09T19:06:12.533Z,"[""Harbinger Shaker Bottle 700 ml Negro"",""Optimum Nutrition Micronized Creatine 300 g"",""Optimum Nutrition Whey Gold Cookies Cream 5 lb""]",3
c1fd977a-c86f-4aeb-99db-82abd3bb4edc,AR-2026-000688,8b4b56ef-2b95-4e2d-b287-c6160f53108c,2026-02-09T22:55:21.539Z,"[""Harbinger Drawstring Bag Rojo"",""Harbinger Stainless Shaker 750 ml Plateado"",""Harbinger Training Towel Gris"",""MuscleTech Mass Tech Extreme Chocolate 7 lb"",""Optimum Nutrition Micronized Creatine 300 g""]",5
12ddfe84-984f-4bb5-b00b-e62a841b7dee,AR-2026-001257,e2ffe494-3d94-4d52-8a7f-b45186439cc2,2026-02-10T13:32:11.685Z,"[""Gymshark Training Zip Jacket Azul Marino"",""Gymshark Vital Seamless Top Verde"",""Playera Fit Training"",""YoungLA Block Party Tee Negro"",""YoungLA Motion Jacket Negro""]",5
f1a4c68f-d6e6-42e7-b0f6-23d5be636883,AR-2026-001422,9e88b5c1-aba3-46d5-914b-55f26e922c0c,2026-02-10T22:42:14.724Z,"[""Harbinger Durafoam Mat Negro"",""Harbinger Resistance Band Heavy Negro"",""Harbinger Speed Agility Cones Naranja"",""Harbinger Yoga Block Gris""]",4
6ddca837-c6a8-4e45-bd2e-d2fdc3a77e41,AR-2026-000900,cd9ca581-a0c2-48f8-985d-c4e340b25331,2026-02-11T15:43:06.670Z,"[""Harbinger Elbow Sleeves Negro"",""Harbinger Hand Grip Trainer Negro"",""Harbinger Massage Roller Negro"",""Harbinger Yoga Block Gris""]",4
880f39e8-bff2-4c45-89da-d8c452fa3895,AR-2026-001464,2f994287-3dce-40a2-8b32-d9cdba8ee007,2026-02-11T19:16:02.894Z,"[""Gymshark Apex Training Tee Blanco"",""Gymshark Sport Jogger Gris Oxford""]",2
59a693f0-38ee-453c-9b35-a44dcaf395f9,AR-2026-000230,bb09cd70-880e-4fff-9efa-eb941142c4be,2026-02-12T14:19:31.698Z,"[""Harbinger Stainless Shaker 750 ml Plateado"",""MuscleTech NitroTech Vanilla 4 lb"",""Optimum Nutrition Plant Protein Vanilla 1.5 lb"",""Optimum Nutrition Serious Mass Chocolate 6 lb""]",4
bb41f999-be39-4cff-82ee-ad00b55a4de9,AR-2026-001961,f23bfd09-f692-41b0-afc6-561f965b3cf1,2026-02-13T11:11:18.601Z,"[""Creatina Monohidratada 300 g"",""Pre-entreno C4 Ripped""]",2
801ecbce-384c-4949-a781-25dff7b0525f,AR-2026-000985,d1b81955-35e2-4093-8872-3554c795f00d,2026-02-14T07:08:17.450Z,"[""Cellucor Cor Performance Whey Vanilla"",""Harbinger Shaker Bottle 700 ml Negro"",""MuscleTech Platinum Creatine 400 g"",""Optimum Nutrition Serious Mass Chocolate 6 lb""]",4
9b48f5b5-3b43-4af0-a1ab-3cbe46dc8e51,AR-2026-000240,0b526463-1181-4cff-9c0f-3afca5339d30,2026-02-14T16:30:40.343Z,"[""Harbinger Hip Band Verde"",""Harbinger Resistance Band Light Amarillo"",""Harbinger Wrist Roller Kit Negro""]",3
9726219f-b2de-4c16-b236-5deecbffd589,AR-2026-000556,758fde9e-ba78-438d-ac04-753cab683965,2026-02-14T19:44:59.123Z,"[""Cellucor BCAA Sport Watermelon 270 g"",""Cellucor Hydration Stick Lemon 20 sobres"",""MuscleTech EAA Hydration Blue Raspberry"",""Optimum Nutrition Electrolyte Mix Lemon Lime""]",4
cbac9532-b980-45e7-80a2-9cc038ee0b5d,AR-2026-000094,5a2d3995-d426-4c33-9e3c-5a20f5414894,2026-02-14T20:51:14.582Z,"[""Cellucor C4 Original Icy Blue Razz"",""Cellucor Hydration Stick Lemon 20 sobres"",""Optimum Nutrition Casein Chocolate Supreme 2 lb""]",3
50157b37-b626-4e62-b5f6-58ca3c77a75f,AR-2026-001696,5e6ed940-9e40-4881-a9b3-f9c9286aa686,2026-02-15T07:16:14.040Z,"[""Adidas HIIT Training Shorts Negro"",""Gymshark Sport Jogger Gris Oxford"",""Harbinger Shaker Bottle 700 ml Negro"",""YoungLA Block Party Tee Negro"",""YoungLA Immortal Joggers Gris""]",5
6a0a5bc8-05d6-4af1-9196-24f3a1601fb2,AR-2026-001512,31713a32-5a1a-45f7-abb5-99f149860a2b,2026-02-16T04:48:52.358Z,"[""Optimum Nutrition Micronized Creatine 300 g""]",1
2a1b06f3-a051-4cae-8a55-51b8bed8a8da,AR-2026-001839,9fdee37a-4882-422d-a34e-67083bbb5fcf,2026-02-16T05:59:57.536Z,"[""Adidas Designed 4 Training Tee Negro"",""Harbinger Lifting Chain Collars Negro"",""Harbinger Padded Cotton Lifting Straps Negro""]",3
677cb147-c26f-4af7-a296-f6d8541cc25c,AR-2026-001275,8426a320-8e82-4bc2-bb86-d856dc22a7a1,2026-02-16T13:14:36.119Z,"[""Adidas ZNE Sweatshirt Gris"",""Gymshark Legacy Tank Azul"",""YoungLA Motion Jacket Negro"",""YoungLA Pump Cover Tee Blanco""]",4
fe20a9b4-fb60-4452-bdac-ac404983aada,AR-2026-001190,14c42a93-b05d-4603-b1b5-87b9b6c8507f,2026-02-16T19:05:52.641Z,"[""Cellucor C4 Ripped Arctic Snow Cone"",""Cellucor CLA 90 Softgels"",""Optimum Nutrition Opti Women 60 caps""]",3
71eae30a-c169-4386-8eb8-0b4a51eeda26,AR-2026-001868,e10e394c-079e-452f-b116-a1cb2bc34252,2026-02-18T16:49:27.593Z,"[""Harbinger Stainless Shaker 750 ml Plateado"",""Optimum Nutrition Glutamine Powder 300 g"",""Optimum Nutrition Whey Gold Vanilla Ice Cream 2 lb""]",3
baec6c18-0997-4daa-ae0c-f432721d80f8,AR-2026-001869,3511cb0b-5695-46bb-85e0-e2f9f6141de9,2026-02-19T00:03:11.960Z,"[""Harbinger Carabiner Clips Set Plateado"",""Harbinger Chalk Ball Blanco"",""Harbinger Pro Wristwrap Gloves Negro"",""Harbinger Red Line Knee Wraps Rojo""]",4
3ef765c4-d6cd-4d51-8d69-3618e11f5ad2,AR-2026-000890,76380f0a-ca4d-422e-90df-13dac630e7ce,2026-02-19T13:35:21.356Z,"[""Cellucor C4 Ripped Arctic Snow Cone"",""Optimum Nutrition Amino Energy Blue Raspberry 270 g""]",2
5252ce2c-b6e2-47e2-becb-5c6045f8f39f,AR-2026-000993,0521e30d-6023-4a72-ac2c-8206634eef0c,2026-02-20T05:39:37.197Z,"[""MuscleTech Amino Build Orange Mango"",""MuscleTech Platinum Creatine 400 g"",""MuscleTech Protein Cookie Chocolate Chip"",""Optimum Nutrition Fish Oil 100 caps"",""Optimum Nutrition Whey Gold Double Chocolate 2 lb""]",5
aabae201-ff99-4b5f-81be-2aa0bc69ccf4,AR-2026-000432,f4430823-9be1-4a82-86cc-01ebf1328d07,2026-02-20T12:41:14.139Z,"[""Cellucor Isolate Protein Chocolate 2 lb"",""Creatina Monohidratada 300 g"",""Proteína Whey Gold Standard 5 lb""]",3
bd76e815-0c15-4281-aa7b-82cdac8c7289,AR-2026-001034,95569e2a-f293-4ff0-a0ab-94f2d3d6a16a,2026-02-20T14:33:28.574Z,"[""Cellucor Isolate Protein Chocolate 2 lb"",""Creatina Monohidratada 300 g"",""Harbinger Shaker Bottle 700 ml Negro""]",3
2a99fb92-0538-4995-94f6-d7056b19638e,AR-2026-001360,b8f9c967-af60-448f-8faf-2bd914bb97b9,2026-02-20T17:36:12.488Z,"[""Adidas Designed 4 Training Tee Negro"",""Adidas Optime Training Leggings Morado"",""YoungLA Immortal Joggers Gris"",""YoungLA Pump Cover Tee Blanco""]",4
a9a1225b-7721-423e-bacd-58d2e51ef136,AR-2026-000284,f4a26326-3396-4dc5-9602-4a8e2a43dfc7,2026-02-20T23:31:42.296Z,"[""MuscleTech NitroTech Vanilla 4 lb"",""Optimum Nutrition BCAA 1000 Caps 200 caps"",""Optimum Nutrition Micronized Creatine 300 g""]",3
48a17c61-8002-4a14-89e0-8d958daba52f,AR-2026-001468,fb13f382-820a-4b02-a9b0-92bfbfa349ec,2026-02-22T06:16:36.049Z,"[""MuscleTech NitroTech Chocolate 4 lb""]",1
799c7fde-e04a-4b4c-aca1-c3cab6b5ef19,AR-2026-000189,d68d5d70-c30f-4935-b721-3425cf337678,2026-02-22T22:02:31.498Z,"[""MuscleTech Platinum Multivitamin 90 tabs""]",1
6f832deb-a3b6-473d-9d2a-063d5581aba6,AR-2026-001337,f547aadd-a628-468c-97fc-58447a8bddf7,2026-02-23T02:21:15.741Z,"[""Harbinger D Handle Grip Negro"",""Harbinger Foam Core Belt Gris"",""Harbinger Pro Wristwrap Gloves Negro""]",3
7578cb8f-1d2a-4d73-88e2-f7331d883355,AR-2026-001285,31946bb1-209e-4567-a8cf-d431719dcf71,2026-02-23T04:09:14.547Z,"[""Gymshark Power Sports Bra Rosa"",""YoungLA Block Party Tee Negro""]",2
95c2fa9b-eb26-4460-ae33-7d570ef6d1b9,AR-2026-000395,f5e0a190-d7b3-42e5-a3b7-fb5985e4e32e,2026-02-23T04:28:45.369Z,"[""Harbinger Chalk Ball Blanco"",""Harbinger Foam Core Belt Gris"",""Harbinger Hand Grip Trainer Negro"",""Harbinger Training Grip Gloves Gris""]",4
43e44b1a-868e-423e-9238-dca6407ccc14,AR-2026-001170,243894ba-95a9-447f-be53-7b0d9932d062,2026-02-23T12:55:41.505Z,"[""Harbinger Core Stability Ball Gris"",""Harbinger Drawstring Bag Rojo"",""Harbinger Duffel Bag Negro"",""Harbinger Durafoam Mat Negro""]",4
deb89c0b-fee7-4fa3-92f9-24de660dc67a,AR-2026-001154,0b526463-1181-4cff-9c0f-3afca5339d30,2026-02-24T07:15:51.332Z,"[""Cellucor Cor Performance Whey Chocolate"",""Cellucor Whey Cinnamon Swirl 2 lb"",""MuscleTech Grass Fed Whey Vanilla 2 lb"",""MuscleTech Platinum Creatine 400 g""]",4
fa96a19b-1761-4fb2-9de0-9625980b25fe,AR-2026-000967,5dcf2f7f-6082-46bd-9f14-5913bd360f16,2026-02-24T07:26:48.728Z,"[""Harbinger Door Anchor Negro"",""Harbinger Lat Pulldown Bar Cromado"",""Harbinger Training Towel Gris""]",3
e8ad82df-789b-4aca-92e9-64ac821b92f3,AR-2026-000237,aadb1508-e697-4bbf-81bf-ad1aa9a0844a,2026-02-24T11:18:16.679Z,"[""Harbinger Red Line Knee Wraps Rojo"",""Harbinger Training Grip Gloves Gris"",""Harbinger Triceps V Bar Cromado""]",3
520cb8e9-6dcc-4a81-9dfb-134a0012a47d,AR-2026-000128,97f8ad57-df57-40e6-ae05-a87bbe2afd7d,2026-02-24T22:13:19.885Z,"[""Optimum Nutrition Amino Energy Watermelon 270 g"",""Optimum Nutrition Gold Standard Pre Workout Fruit Punch""]",2
1a1203b5-903a-4445-a339-1dd0bd84edeb,AR-2026-000529,8f271127-8f17-4810-ab02-d4d19feb2648,2026-02-25T20:58:00.938Z,"[""Harbinger Pro Wristwrap Gloves Negro"",""Harbinger Red Line Knee Wraps Rojo"",""Harbinger Stretch Strap Azul""]",3
38e11fa1-22e2-425d-a687-e90c5a05b790,AR-2026-001019,e41f4741-7f12-4d70-b548-477a6a626387,2026-02-26T21:46:03.854Z,"[""Harbinger Bar Pad Negro"",""Harbinger Drawstring Bag Rojo"",""Harbinger Stainless Shaker 750 ml Plateado"",""Harbinger Training Towel Gris""]",4
3dca8abb-8be8-4808-b8c6-86fa19572399,AR-2026-001172,1d031a70-0e5f-475d-93fc-36ca6bec60a7,2026-02-26T23:09:59.538Z,"[""Harbinger Massage Roller Negro""]",1
e3ab0048-e146-4710-9c29-73055cd7635c,AR-2026-000622,4269955f-fb01-4272-a785-4291575c44cb,2026-02-27T05:39:56.697Z,"[""Adidas Own The Run Tee Verde"",""Gymshark Adapt Leggings Negro"",""Gymshark Apex Training Tee Blanco"",""Gymshark Lift Club Tee Verde Olivo"",""Short Deportivo Performance""]",5
96b41ef6-9332-4953-99a5-a90d1a8899aa,AR-2026-000901,87509ae8-84f6-4807-bcbb-89fffcdbd2a1,2026-02-27T15:50:04.485Z,"[""Adidas Powerreact Sports Bra Rosa"",""Gymshark Critical Drop Arm Tank Negro"",""Gymshark Performance Long Sleeve Negro""]",3
9850e6aa-2d77-43f9-bc0d-801a459821d9,AR-2026-001592,0b526463-1181-4cff-9c0f-3afca5339d30,2026-02-27T15:55:11.096Z,"[""Harbinger Durafoam Mat Negro"",""Harbinger Push Up Pro Handles Negro"",""Harbinger Resistance Band Heavy Negro"",""Harbinger Speed Agility Cones Naranja"",""Harbinger Yoga Block Gris""]",5
429d5792-c4df-4f60-a28f-ec6ec6695113,AR-2026-000946,0f83a7d8-7ac6-4b4e-81df-3a8973dd15c0,2026-02-27T21:51:43.428Z,"[""Adidas Designed 4 Training Tee Negro"",""Adidas Primeblue Track Pants Azul"",""Gymshark Apex Training Tee Negro""]",3
2ac8b605-5e82-4cbd-aaaf-ea93777d5742,AR-2026-000709,85114c5c-3b0b-46bf-9f03-23e02ce8686e,2026-02-28T06:49:13.311Z,"[""Optimum Nutrition Amino Energy Blue Raspberry 270 g"",""Optimum Nutrition BCAA 1000 Caps 200 caps"",""Optimum Nutrition Electrolyte Mix Lemon Lime""]",3
a0ea665e-37dc-47bd-8e06-41f335678b32,AR-2026-001643,2a11a306-1c91-47f9-986c-67d6e8d3c193,2026-02-28T13:45:29.676Z,"[""Harbinger Drawstring Bag Rojo"",""Harbinger Shaker Bottle 700 ml Negro"",""Harbinger Speed Rope Negro"",""Harbinger Training Towel Gris""]",4
fdc93d66-8644-4703-b001-f8c9007c7500,AR-2026-001509,0b2c620f-57d5-43c3-be93-ba1ced87be7d,2026-02-28T13:49:02.412Z,"[""Harbinger Shaker Bottle 700 ml Negro"",""Optimum Nutrition Micronized Creatine 300 g""]",2
8690dcdd-ca49-4ca5-aadd-b1dc1265802b,AR-2026-001138,8c6eb69c-b364-4dc9-a9bf-74e0210514c5,2026-02-28T15:20:02.783Z,"[""Adidas Designed 4 Training Tee Negro"",""YoungLA Core Tank Blanco""]",2
c84f7fed-90db-42db-80aa-c26674068cd6,AR-2026-001313,c2acc591-1aab-4205-981f-43a9c36b5a8a,2026-02-28T16:41:15.262Z,"[""Adidas Powerreact Sports Bra Rosa"",""Gymshark Adapt Leggings Negro"",""Harbinger Stainless Shaker 750 ml Plateado""]",3
971b8dff-2018-4458-ad18-c6312ed19d36,AR-2026-000298,b4f608ff-8396-41b9-8581-b5922f11cdc0,2026-02-28T19:32:34.198Z,"[""Gymshark Apex Training Tee Negro"",""Gymshark Training Zip Jacket Azul Marino"",""YoungLA Essential Sweatpants Gris"",""YoungLA Performance Polo Negro""]",4
db430ba7-80b7-4bde-b103-bb8895a06333,AR-2026-001905,6c6fcce8-2134-486f-9a24-42665c3036b1,2026-02-28T23:54:42.312Z,"[""MuscleTech EAA Hydration Blue Raspberry"",""Optimum Nutrition Amino Energy Watermelon 270 g"",""Pre-entreno C4 Original 30 servicios""]",3
2a7ee82d-8cc3-4f21-ac63-d0f0fee3235a,AR-2026-000531,37662458-ef6e-408f-be97-00feebb355ec,2026-03-01T00:02:34.420Z,"[""Harbinger Lifting Chain Collars Negro"",""Harbinger Red Line Knee Wraps Rojo"",""Harbinger Resistance Band Medium Rojo""]",3
f76f6066-0e68-489b-90d2-e6e4c5e4acfa,AR-2026-000157,e3be05d7-9921-464c-b54a-9acec3cd6f94,2026-03-01T13:25:04.888Z,"[""Adidas Core Cotton Tank Negro"",""Adidas Powerreact Sports Bra Rosa"",""Adidas Techfit Compression Shirt Blanco"",""YoungLA Ribbed Leggings Negro""]",4
812a3743-0723-4173-8116-3e88955c932a,AR-2026-000184,ec942fa8-9aad-4202-83d5-2f51ff536d44,2026-03-02T06:51:27.166Z,"[""Cellucor C4 Original Icy Blue Razz"",""Cellucor Creatine Monohydrate 300 g"",""Optimum Nutrition Amino Energy Watermelon 270 g""]",3
60449c89-1592-499a-b417-b49696dd4ff6,AR-2026-000591,a247953b-36f6-4e04-815d-99fa3de3182d,2026-03-03T04:07:26.727Z,"[""Harbinger Shaker Bottle 700 ml Negro""]",1
4eee0051-e132-4f3d-bff7-ee1e963819ef,AR-2026-000937,48db6a5e-9457-4707-b9fd-8ca4a5b2f638,2026-03-03T04:30:25.792Z,"[""Cellucor C4 Ultimate Cherry Limeade"",""MuscleTech Platinum Creatine 400 g"",""MuscleTech Protein Cookie Chocolate Chip""]",3
b4b7c2ba-fd85-4314-8217-ea0e15d15bea,AR-2026-001963,ef5f361b-da77-441a-bdb6-569b4e0e0ee1,2026-03-03T04:56:59.207Z,"[""Harbinger Stainless Shaker 750 ml Plateado"",""MuscleTech Platinum Creatine 400 g"",""Optimum Nutrition Serious Mass Chocolate 6 lb""]",3
4cb0835a-ce3d-47a8-8a02-4155966dca59,AR-2026-000666,c261d931-5b84-4948-a9bd-2e01908c9eb0,2026-03-03T18:20:04.806Z,"[""Guantes de Entrenamiento Pro"",""Harbinger Hand Grip Trainer Negro"",""Harbinger Red Line Knee Wraps Rojo""]",3
4d50e0ce-c127-4e30-ab3c-74504f6997e9,AR-2026-000913,86d40fd0-7e6a-4dff-a765-90869d4a4214,2026-03-03T20:38:45.040Z,"[""Harbinger Forearm Roller Negro"",""Harbinger Resistance Band Light Amarillo"",""Harbinger Resistance Band Medium Rojo"",""Harbinger Training Towel Gris"",""Harbinger Weightlifting Hooks Negro""]",5
8c896289-b660-4c52-8e60-b5b63f85beb9,AR-2026-000734,87509ae8-84f6-4807-bcbb-89fffcdbd2a1,2026-03-03T22:02:05.329Z,"[""YoungLA Compression Tee Rojo"",""YoungLA Lift Shorts Gris"",""YoungLA Pump Cover Tee Blanco""]",3
c77a885e-04a3-44d9-be8b-fa72057ef09b,AR-2026-001410,95569e2a-f293-4ff0-a0ab-94f2d3d6a16a,2026-03-04T07:59:44.877Z,"[""Harbinger Shaker Bottle 700 ml Negro"",""MuscleTech Vapor X5 Fruit Punch"",""Optimum Nutrition Gold Standard Pre Workout Fruit Punch"",""Optimum Nutrition Whey Gold Cookies Cream 5 lb"",""Proteína Whey Gold Standard 5 lb""]",5
561a5215-a89b-4c03-b582-0540f57da123,AR-2026-001004,86d40fd0-7e6a-4dff-a765-90869d4a4214,2026-03-04T20:37:41.629Z,"[""Harbinger Shaker Bottle 700 ml Negro"",""Optimum Nutrition Gold Standard Pre Workout Fruit Punch""]",2
74062f92-68c5-4a0c-ba24-1c1b363c05d8,AR-2026-000411,3511cb0b-5695-46bb-85e0-e2f9f6141de9,2026-03-05T12:26:17.766Z,"[""Cellucor Hydration Stick Lemon 20 sobres"",""MuscleTech EAA Hydration Blue Raspberry"",""Optimum Nutrition BCAA 1000 Caps 200 caps"",""Optimum Nutrition Electrolyte Mix Lemon Lime""]",4
