planType,durationDays,amountPaid,paymentMethod,source,isGroupSubscription,previousSubscriptionsCount,previousRenewalsCount,previousRenewalRate,daysAsCustomer,paidOrdersCount,productsPurchasedCount,totalProductSpend,averageOrderValue,daysSinceLastPurchase,failedPaymentsCount,renewedNextPeriod
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,193.65,transfer,admin_manual,0,0,0,0.000000,0,2,6,2494.00,1247.00,0,0,0
individual,7,211.15,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,194.28,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,211.26,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,200.12,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,191.37,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,203.83,transfer,admin_manual,0,0,0,0.000000,0,1,3,1847.00,1847.00,2,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,1,3,2297.00,2297.00,4,0,0
individual,30,440.00,transfer,admin_manual,0,0,0,0.000000,15,1,1,549.00,549.00,2,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,209.48,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,211.79,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,206.55,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,206.22,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,3,1,2,2448.00,2448.00,0,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,206.24,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,204.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,3,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,2,1,3,1847.00,1847.00,12,1,0
individual,7,210.29,transfer,admin_manual,0,1,0,0.000000,1,0,0,0.00,0.00,-1,0,0
individual,7,203.58,online_checkout,online_checkout,0,1,0,0.000000,7,1,2,1328.00,1328.00,5,0,0
individual,7,202.60,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,283.55,transfer,admin_manual,0,2,0,0.000000,18,1,2,2448.00,2448.00,15,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,1,3,2497.00,2497.00,1,0,1
individual,30,404.73,cash,admin_manual,0,0,0,0.000000,15,1,4,2896.00,2896.00,16,0,1
individual,15,274.19,cash,admin_manual,0,1,0,0.000000,7,1,3,997.00,997.00,11,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,8,0,0,0.00,0.00,-1,1,1
individual,15,300.00,cash,admin_manual,0,2,0,0.000000,33,1,3,2547.00,2547.00,30,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,206.97,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,30,2,7,4493.00,2246.50,0,0,1
individual,7,208.95,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,275.50,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,37,1,3,1677.00,1677.00,3,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,1,1,349.00,349.00,7,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,2,6,3944.00,1972.00,6,1,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,7,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,8,0,0,0.00,0.00,-1,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,205.58,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,203.46,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,37,1,2,1798.00,1798.00,17,1,0
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,203.13,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,16,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,212.74,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,209.54,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,1,5,4696.00,4696.00,7,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,1,1
individual,7,211.16,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,208.17,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,1,0,0.000000,37,0,0,0.00,0.00,-1,1,0
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,18,1,3,1047.00,1047.00,4,1,0
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,39,2,5,3215.00,1607.50,26,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,1,1,399.00,399.00,1,1,1
individual,7,204.71,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,210.16,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,196.91,online_checkout,online_checkout,0,2,0,0.000000,42,1,3,2497.00,2497.00,14,0,0
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,1,4,1496.00,1496.00,9,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,192.34,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,31,0,0,0.00,0.00,-1,1,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,1,4,4246.00,4246.00,23,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,34,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,278.95,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,37,0,0,0.00,0.00,-1,1,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,40,2,6,3944.00,1972.00,17,1,1
individual,7,195.59,card_terminal,admin_manual,0,1,0,0.000000,34,2,8,2692.00,1346.00,12,0,1
individual,15,300.00,online_checkout,online_checkout,0,2,0,0.000000,52,2,7,4493.00,2246.50,22,1,1
individual,7,202.80,cash,admin_manual,0,0,0,0.000000,0,1,4,2296.00,2296.00,0,0,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,1,4,1446.00,1446.00,0,0,0
individual,7,225.00,cash,admin_manual,0,2,0,0.000000,20,1,2,1448.00,1448.00,5,2,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,30,1,4,1346.00,1346.00,43,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,33,1,2,998.00,998.00,17,0,1
individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,37,0,0,0.00,0.00,-1,1,1
individual,7,209.83,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,15,255.53,cash,admin_manual,0,1,0,0.000000,11,0,0,0.00,0.00,-1,1,0
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,195.17,transfer,admin_manual,0,1,0,0.000000,32,0,0,0.00,0.00,-1,0,0
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,41,3,10,4430.00,1476.67,1,0,1
individual,7,225.00,transfer,admin_manual,0,2,0,0.000000,37,0,0,0.00,0.00,-1,1,1
individual,7,211.11,transfer,admin_manual,0,3,0,0.000000,31,1,2,2448.00,2448.00,28,1,0
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,1,4,936.00,936.00,6,0,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,1,3,2947.00,2947.00,7,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,0,0,0.00,0.00,-1,1,1
individual,15,300.00,online_checkout,online_checkout,0,1,0,0.000000,51,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,209.53,card_terminal,admin_manual,0,1,0,0.000000,7,1,3,1277.00,1277.00,2,0,1
individual,15,300.00,transfer,admin_manual,0,1,0,0.000000,8,0,0,0.00,0.00,-1,0,1
individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,1,5,3275.00,3275.00,1,0,1
individual,15,300.00,card_terminal,admin_manual,0,2,0,0.000000,36,1,4,3426.00,3426.00,16,0,0
individual,30,440.00,card_terminal,admin_manual,0,2,1,0.500000,46,1,3,1597.00,1597.00,23,1,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,2,6,2494.00,1247.00,37,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,32,0,0,0.00,0.00,-1,0,0
individual,7,212.58,online_checkout,online_checkout,0,1,0,0.000000,29,1,3,1497.00,1497.00,6,0,0
individual,7,212.69,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,212.84,transfer,admin_manual,0,1,0,0.000000,29,2,3,2847.00,1423.50,7,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,2,0,0,0.00,0.00,-1,1,0
individual,7,195.52,cash,admin_manual,0,1,0,0.000000,5,1,3,1847.00,1847.00,1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,21,1,3,997.00,997.00,25,0,1
individual,7,203.04,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,1,0
individual,7,210.51,cash,admin_manual,0,0,0,0.000000,0,1,2,1248.00,1248.00,6,0,0
individual,15,300.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,online_checkout,online_checkout,0,2,0,0.000000,50,0,0,0.00,0.00,-1,0,0
individual,7,209.81,cash,admin_manual,0,2,0,0.000000,43,1,4,4246.00,4246.00,32,0,1
individual,7,209.47,transfer,admin_manual,0,1,0,0.000000,34,1,4,1946.00,1946.00,16,0,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,15,300.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,213.11,transfer,admin_manual,0,2,1,0.500000,39,3,8,5592.00,1864.00,32,0,0
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,30,440.00,transfer,admin_manual,0,2,0,0.000000,66,2,10,9171.00,4585.50,2,1,1
individual,15,300.00,card_terminal,admin_manual,0,1,0,0.000000,37,0,0,0.00,0.00,-1,1,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,31,1,3,1497.00,1497.00,15,0,0
individual,7,207.96,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,7,1,1,199.00,199.00,0,0,1
individual,15,300.00,cash,admin_manual,0,1,0,0.000000,10,1,2,1348.00,1348.00,15,1,1
individual,7,198.39,cash,admin_manual,0,1,0,0.000000,34,1,3,1847.00,1847.00,14,0,0
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,2,5,3375.00,1687.50,4,1,1
individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,5,0,0,0.00,0.00,-1,0,0
individual,7,210.53,online_checkout,online_checkout,0,1,0,0.000000,29,1,3,1197.00,1197.00,25,1,0
individual,7,210.11,card_terminal,admin_manual,0,1,0,0.000000,11,0,0,0.00,0.00,-1,0,0
individual,7,209.26,online_checkout,online_checkout,0,1,0,0.000000,33,0,0,0.00,0.00,-1,1,0
individual,7,207.25,online_checkout,online_checkout,0,1,0,0.000000,29,1,3,1397.00,1397.00,9,0,1
individual,7,225.00,transfer,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,0
individual,7,209.90,cash,admin_manual,0,1,0,0.000000,29,2,5,3645.00,1822.50,6,1,0
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,29,1,3,2207.00,2207.00,0,0,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,2,8,6442.00,3221.00,2,0,1
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,7,1,3,2097.00,2097.00,6,0,0
individual,7,209.50,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,204.62,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,205.68,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,29,0,0,0.00,0.00,-1,0,1
individual,15,300.00,card_terminal,admin_manual,0,3,0,0.000000,60,3,9,5131.00,1710.33,19,1,1
individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,29,1,4,3826.00,3826.00,19,1,1
individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
individual,7,225.00,card_terminal,admin_manual,0,2,0,0.000000,43,1,2,998.00,998.00,27,0,1
individual,15,300.00,online_checkout,online_checkout,0,2,0,0.000000,44,2,6,2494.00,1247.00,52,0,1
individual,7,225.00,online_checkout,online_checkout,0,2,0,0.000000,46,2,8,2692.00,1346.00,24,0,0
individual,7,203.13,cash,admin_manual,0,0,0,0.000000,0,1,4,2946.00,2946.00,6,1,1
individual,7,225.00,cash,admin_manual,0,1,0,0.000000,7,0,0,0.00,0.00,-1,0,0
