userId,subscriptionId,historyId,userCreatedAt,startsAt,endsAt,durationDays,seedName,currentPaymentCreatedAt,currentPaymentPaidAt,endsAtCutoff,latestPreviousOutcomeKnownAt,nextSubscriptionStartsAt,maxPurchaseDateUsed,maxPaymentDateUsed,userTotalDatasetRows,cycleNumber,duplicateFeatureGroupSize,contradictoryDuplicateFeatureGroup,planName,amountPaid,paymentMethod,source,autoRenew,previousSubscriptionsCount,previousRenewalsCount,previousRenewalRate,daysAsCustomer,daysSincePreviousSubscription,changedPlan,previousAmountPaidAvg,amountPaidChange,paidOrdersCount,productsPurchasedCount,totalProductSpend,averageOrderValue,daysSinceLastPurchase,successfulPaymentsCount,failedPaymentsCount,refundedPaymentsCount,renewedNextPeriod
2d81e547-9a29-4b1a-8caf-973649dcc8d9,72a467ae-abb3-408d-9c05-754ecaf15260,56150561-0e7b-41f4-af15-29dd744fed51,2026-01-11T17:57:00.000Z,2026-01-11,2026-02-09,30,renewal-classification-monthly-v2,2026-01-11T12:00:00.000Z,2026-01-11T12:00:00.000Z,2026-02-09T23:59:59.999Z,,2026-02-10,,2026-01-11T12:00:00.000Z,3,1,10,1,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,1
d5f04246-4a25-4dea-9cc8-b6488561ea2f,ad5720d7-7d82-44ba-9f07-66b421ddf72c,a280a1a2-80bc-4980-86f0-9e6066be5924,2026-01-11T20:07:00.000Z,2026-01-11,2026-02-09,30,renewal-classification-monthly-v2,2026-01-11T12:00:00.000Z,2026-01-11T12:00:00.000Z,2026-02-09T23:59:59.999Z,,2026-02-11,,2026-01-11T12:00:00.000Z,4,1,1,0,Estudiante mensual,354.26,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,1
f3c6804c-484a-440f-9af1-d5b425dbb2c0,50755771-2ce8-4381-b167-d5400e1c88e8,c8f9ba0d-9e91-45c6-a27f-3515fb204301,2026-01-12T18:56:00.000Z,2026-01-12,2026-02-10,30,renewal-classification-monthly-v2,2026-01-12T12:00:00.000Z,2026-01-12T12:00:00.000Z,2026-02-10T23:59:59.999Z,,2026-02-13,2026-01-29T05:47:19.460Z,2026-01-12T12:00:00.000Z,4,1,1,0,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,1,4,4246.00,4246.00,12,1,0,0,1
758fde9e-ba78-438d-ac04-753cab683965,96b97686-e251-4b13-8c96-84ad21706c5a,09c5803b-5c9d-40f3-990c-ef50cd6caa19,2026-01-12T16:46:00.000Z,2026-01-12,2026-02-10,30,renewal-classification-monthly-v2,2026-01-12T12:00:00.000Z,2026-01-12T12:00:00.000Z,2026-02-10T23:59:59.999Z,,2026-03-19,,2026-01-12T12:00:00.000Z,3,1,1,0,Regular mensual,411.57,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,0
14c42a93-b05d-4603-b1b5-87b9b6c8507f,9afc685d-80e5-47f3-b071-cea4594d08de,2e1f6cb6-313c-4c51-a679-d4fb4124b116,2026-01-12T21:06:00.000Z,2026-01-12,2026-02-10,30,renewal-classification-monthly-v2,2026-01-12T12:00:00.000Z,2026-01-12T12:00:00.000Z,2026-02-10T23:59:59.999Z,,2026-03-19,,2026-01-12T12:00:00.000Z,3,1,4,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,0
6ae8486a-d374-4b92-acb4-ec8e30458c66,14dbd445-c4fc-4d4d-bdb6-e987ada12cf8,b77fde62-b988-4e31-8649-37d91f501818,2026-01-13T17:45:00.000Z,2026-01-13,2026-02-11,30,renewal-classification-monthly-v2,2026-01-13T12:00:00.000Z,2026-01-13T12:00:00.000Z,2026-02-11T23:59:59.999Z,,2026-03-21,2026-02-05T11:06:52.702Z,2026-01-13T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,1,349.00,349.00,6,1,0,0,0
5a2d3995-d426-4c33-9e3c-5a20f5414894,679420b7-6540-4abc-a930-d1a2ba3facbe,e0553194-5053-44c6-a277-8986f5c0d535,2026-01-13T19:55:00.000Z,2026-01-13,2026-02-11,30,renewal-classification-monthly-v2,2026-01-13T12:00:00.000Z,2026-01-13T12:00:00.000Z,2026-02-11T23:59:59.999Z,,2026-02-15,2026-01-23T23:24:25.740Z,2026-01-13T12:00:00.000Z,4,1,1,0,Regular mensual,440.00,cash,admin_manual,1,0,0,0,29,-1,0,0.00,0.00,1,3,1847.00,1847.00,19,1,0,0,1
0f83a7d8-7ac6-4b4e-81df-3a8973dd15c0,fe877c06-82de-447d-9f78-52c75497495f,5514decb-e08f-4fe5-aa53-e0d798d732ee,2026-01-13T15:35:00.000Z,2026-01-13,2026-02-11,30,renewal-classification-monthly-v2,2026-01-13T12:00:00.000Z,2026-01-13T12:00:00.000Z,2026-02-11T23:59:59.999Z,,2026-03-21,2026-02-07T02:54:06.081Z,2026-01-13T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,transfer,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,2,1448.00,1448.00,4,1,1,0,0
5dcf2f7f-6082-46bd-9f14-5913bd360f16,0912ef28-6712-4747-a2e0-0973e1f4e9d2,d5ef1356-f785-406b-919b-b19f768293a5,2026-01-14T18:44:00.000Z,2026-01-14,2026-02-12,30,renewal-classification-monthly-v2,2026-01-14T12:00:00.000Z,2026-01-14T12:00:00.000Z,2026-02-12T23:59:59.999Z,,2026-03-15,2026-02-06T05:49:53.617Z,2026-01-14T12:00:00.000Z,4,1,1,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,2,6,3944.00,1972.00,6,1,0,0,0
00b7568e-5c56-462c-97e4-f74c70764baa,64012e9e-2d60-40e5-86c2-cd114cd7d7fc,0eee65d3-2060-443d-a028-81c782116a51,2026-01-14T16:34:00.000Z,2026-01-14,2026-02-12,30,renewal-classification-monthly-v2,2026-01-14T12:00:00.000Z,2026-01-14T12:00:00.000Z,2026-02-12T23:59:59.999Z,,2026-03-19,2026-01-29T02:46:41.860Z,2026-01-14T12:00:00.000Z,2,1,1,0,Estudiante mensual,380.00,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,3,8,5592.00,1864.00,14,1,1,0,0
31713a32-5a1a-45f7-abb5-99f149860a2b,c517c7a3-d6ac-43b5-864a-52457a65210d,9b49962b-ffed-4d40-89e4-000834a4277d,2026-01-14T20:54:00.000Z,2026-01-14,2026-02-12,30,renewal-classification-monthly-v2,2026-01-14T12:00:00.000Z,2026-01-14T12:00:00.000Z,2026-02-12T23:59:59.999Z,,2026-03-15,,2026-01-14T12:00:00.000Z,3,1,1,0,Estudiante mensual,380.00,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,0
f547aadd-a628-468c-97fc-58447a8bddf7,1160f91b-4030-4b89-80ad-f8425aa7be64,d5185277-22fb-49eb-a465-9cb856d864ce,2026-01-15T17:33:00.000Z,2026-01-15,2026-02-13,30,renewal-classification-monthly-v2,2026-01-15T12:00:00.000Z,2026-01-15T12:00:00.000Z,2026-02-13T23:59:59.999Z,,2026-03-22,,2026-01-15T12:00:00.000Z,2,1,12,1,Regular mensual,440.00,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
48db6a5e-9457-4707-b9fd-8ca4a5b2f638,2be19415-4f22-4cb8-bd21-673fca0016b7,191c5b70-2a3e-4604-b78f-fa1e695605b6,2026-01-15T15:23:00.000Z,2026-01-15,2026-02-13,30,renewal-classification-monthly-v2,2026-01-15T12:00:00.000Z,2026-01-15T12:00:00.000Z,2026-02-13T23:59:59.999Z,,2026-02-17,,2026-01-15T12:00:00.000Z,4,1,12,1,Regular mensual,440.00,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,1
2ede9275-a13f-4157-afee-7a81d5feeb12,5bd5a889-3c36-4c30-ae34-91315a2b59b5,cf864550-4119-4b24-b36a-20e08415a465,2026-01-15T19:43:00.000Z,2026-01-15,2026-02-13,30,renewal-classification-monthly-v2,2026-01-15T12:00:00.000Z,2026-01-15T12:00:00.000Z,2026-02-13T23:59:59.999Z,,2026-03-20,,2026-01-15T12:00:00.000Z,2,1,1,0,Regular mensual,406.80,card_terminal,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
aa01a7ea-d373-485b-bbd3-55737e83eaeb,500f7750-12f9-4ebd-b9fc-62f85e847c12,119f6bcc-c0e0-4d7a-8ac0-99eaa5499e00,2026-01-16T18:32:00.000Z,2026-01-16,2026-02-14,30,renewal-classification-monthly-v2,2026-01-16T12:00:00.000Z,2026-01-16T12:00:00.000Z,2026-02-14T23:59:59.999Z,,2026-02-17,,2026-01-16T12:00:00.000Z,4,1,4,1,Estudiante mensual,380.00,online_checkout,online_checkout,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,1
cd9ca581-a0c2-48f8-985d-c4e340b25331,883e6605-9005-49d8-acba-726edb8ee427,e283f16c-3ae8-4fd8-ae70-e45e62a27ea7,2026-01-16T20:42:00.000Z,2026-01-16,2026-02-14,30,renewal-classification-monthly-v2,2026-01-16T12:00:00.000Z,2026-01-16T12:00:00.000Z,2026-02-14T23:59:59.999Z,,2026-03-24,2026-02-11T15:43:06.670Z,2026-01-16T12:00:00.000Z,3,1,1,0,Regular mensual,389.50,transfer,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,2,8,2692.00,1346.00,3,1,0,1,0
f23bfd09-f692-41b0-afc6-561f965b3cf1,8d1b3807-f418-4728-a61f-5ab701f7e6c6,8ed358dd-2e07-4309-9bdc-ef0aa23b7921,2026-01-16T16:22:00.000Z,2026-01-16,2026-02-14,30,renewal-classification-monthly-v2,2026-01-16T12:00:00.000Z,2026-01-16T12:00:00.000Z,2026-02-14T23:59:59.999Z,,2026-03-18,2026-02-13T11:11:18.601Z,2026-01-16T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,2,1098.00,1098.00,1,1,0,0,0
3bf4b243-5c35-401f-a7f4-0ded4fec6326,9d8fe4bd-fcd5-4d26-b6f1-ddd55ed19079,7a1f7da4-9a1a-424d-9645-0fcb1de8189f,2026-01-17T17:21:00.000Z,2026-01-17,2026-02-15,30,renewal-classification-monthly-v2,2026-01-17T12:00:00.000Z,2026-01-17T12:00:00.000Z,2026-02-15T23:59:59.999Z,,2026-03-18,,2026-01-17T12:00:00.000Z,3,1,1,0,Regular mensual,384.56,card_terminal,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
0fdd7679-430e-4085-830a-d6e8091c8e73,9f30ffd0-595a-4159-9e68-af0204b90fd8,9d3e4226-c56f-4bb4-b22d-473248c2ef91,2026-01-17T19:31:00.000Z,2026-01-17,2026-02-15,30,renewal-classification-monthly-v2,2026-01-17T12:00:00.000Z,2026-01-17T12:00:00.000Z,2026-02-15T23:59:59.999Z,,2026-02-18,2026-02-04T23:35:17.431Z,2026-01-17T12:00:00.000Z,4,1,1,0,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,1,3,997.00,997.00,11,1,0,0,1
ee48a62f-168b-4db6-8b23-3beb44eaa339,a292e6e2-42b7-466c-a699-8e32979907df,aeb745b4-09d2-417e-ba2f-a9beb38de9de,2026-01-17T21:41:00.000Z,2026-01-17,2026-02-15,30,renewal-classification-monthly-v2,2026-01-17T12:00:00.000Z,2026-01-17T12:00:00.000Z,2026-02-15T23:59:59.999Z,,2026-03-20,2026-01-31T09:42:31.964Z,2026-01-17T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,card_terminal,admin_manual,1,0,0,0,29,-1,0,0.00,0.00,2,5,3215.00,1607.50,15,1,0,0,0
a70e3543-75a2-493c-b312-baef0da716d3,5ae582a3-264b-47d6-8fa4-68ad222cd5b4,24c11a62-dd9a-44cc-9cbc-df18fe394d7b,2026-01-18T20:30:00.000Z,2026-01-18,2026-02-16,30,renewal-classification-monthly-v2,2026-01-18T12:00:00.000Z,2026-01-18T12:00:00.000Z,2026-02-16T23:59:59.999Z,,2026-02-20,,2026-01-18T12:00:00.000Z,3,1,2,0,Estudiante mensual,380.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,1,1
e2ffe494-3d94-4d52-8a7f-b45186439cc2,7344c51c-96b2-40b5-bd30-edff05bafb9d,07df4226-1db2-47f1-81f3-9777f1f27b87,2026-01-18T16:10:00.000Z,2026-01-18,2026-02-16,30,renewal-classification-monthly-v2,2026-01-18T12:00:00.000Z,2026-01-18T12:00:00.000Z,2026-02-16T23:59:59.999Z,,2026-03-26,2026-02-10T13:32:11.685Z,2026-01-18T12:00:00.000Z,2,1,1,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,5,4696.00,4696.00,6,1,0,0,0
ef5f361b-da77-441a-bdb6-569b4e0e0ee1,ac5f86c6-5f1e-4743-bb7d-2065932d555e,81435326-e280-4677-babc-2e0a0b1f38a9,2026-01-18T18:20:00.000Z,2026-01-18,2026-02-16,30,renewal-classification-monthly-v2,2026-01-18T12:00:00.000Z,2026-01-18T12:00:00.000Z,2026-02-16T23:59:59.999Z,,2026-02-19,,2026-01-18T12:00:00.000Z,3,1,2,0,Estudiante mensual,380.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,1,1
95569e2a-f293-4ff0-a0ab-94f2d3d6a16a,20c99db4-5982-4fd1-b42d-72fed425002d,052ebcd6-4072-4411-9e4d-72276e631c3c,2026-01-19T19:19:00.000Z,2026-01-19,2026-02-17,30,renewal-classification-monthly-v2,2026-01-19T12:00:00.000Z,2026-01-19T12:00:00.000Z,2026-02-17T23:59:59.999Z,,2026-03-25,,2026-01-19T12:00:00.000Z,3,1,10,1,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
6ef6e71d-0880-4126-a97a-2bd7ee3fdf87,cce41f66-8b67-418c-8009-107b28191e91,30485df0-5119-4b4c-941e-a14153f9d7db,2026-01-19T17:09:00.000Z,2026-01-19,2026-02-17,30,renewal-classification-monthly-v2,2026-01-19T12:00:00.000Z,2026-01-19T12:00:00.000Z,2026-02-17T23:59:59.999Z,,2026-03-26,,2026-01-19T12:00:00.000Z,3,1,15,1,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
86d40fd0-7e6a-4dff-a765-90869d4a4214,d9b572c8-58ef-44b2-b002-71e9d82f59e7,7b930932-fdc5-4e3f-9aaa-79b614209981,2026-01-19T21:29:00.000Z,2026-01-19,2026-02-17,30,renewal-classification-monthly-v2,2026-01-19T12:00:00.000Z,2026-01-19T12:00:00.000Z,2026-02-17T23:59:59.999Z,,2026-02-21,,2026-01-19T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,1,1
0521e30d-6023-4a72-ac2c-8206634eef0c,0619ff8b-0f6e-4fc0-89eb-f6af69aaea47,d62654b5-b7b9-470d-85c3-120780ddfc0d,2026-01-20T18:08:00.000Z,2026-01-20,2026-02-18,30,renewal-classification-monthly-v2,2026-01-20T12:00:00.000Z,2026-01-20T12:00:00.000Z,2026-02-18T23:59:59.999Z,,2026-03-22,,2026-01-20T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,1,0
967e5c35-bd10-445a-8336-d1b85447f2f5,5b8f9420-975a-4abc-bfcb-edfe01254995,00d38478-0d34-4807-9c34-8cbfe0d9e5ac,2026-01-20T15:58:00.000Z,2026-01-20,2026-02-18,30,renewal-classification-monthly-v2,2026-01-20T12:00:00.000Z,2026-01-20T12:00:00.000Z,2026-02-18T23:59:59.999Z,,2026-03-23,,2026-01-20T12:00:00.000Z,3,1,4,0,Estudiante mensual,380.00,cash,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,0
aadb1508-e697-4bbf-81bf-ad1aa9a0844a,7e1bf3df-0624-4c91-a637-00ca9fbc6d79,1427e1ff-153f-4440-8224-72e6421db8d0,2026-01-20T20:18:00.000Z,2026-01-20,2026-02-18,30,renewal-classification-monthly-v2,2026-01-20T12:00:00.000Z,2026-01-20T12:00:00.000Z,2026-02-18T23:59:59.999Z,,2026-02-22,,2026-01-20T12:00:00.000Z,3,1,4,1,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,1
71ca42cd-5f2e-44e0-8601-1b5e2b82d112,6b25e6b3-5f00-4ef9-bc64-8737ff3e5a50,56ea50d4-1c1e-4dab-9fe8-c8803b15ca55,2026-01-21T16:57:00.000Z,2026-01-21,2026-02-19,30,renewal-classification-monthly-v2,2026-01-21T12:00:00.000Z,2026-01-21T12:00:00.000Z,2026-02-19T23:59:59.999Z,,2026-03-24,2026-01-30T14:22:44.411Z,2026-01-21T12:00:00.000Z,2,1,1,0,Regular mensual,440.00,card_terminal,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,2,1328.00,1328.00,20,1,0,0,0
61169e98-ba99-482e-8e4f-ea1551300afd,af5bdc26-39f0-48b2-8c23-ec64f285b94d,1000ddb4-22cc-48cb-a4bb-ad60c7e983b6,2026-01-21T19:07:00.000Z,2026-01-21,2026-02-19,30,renewal-classification-monthly-v2,2026-01-21T12:00:00.000Z,2026-01-21T12:00:00.000Z,2026-02-19T23:59:59.999Z,,2026-03-29,2026-02-01T17:58:32.619Z,2026-01-21T12:00:00.000Z,2,1,1,0,Regular mensual,440.00,cash,admin_manual,1,0,0,0,29,-1,0,0.00,0.00,1,2,1458.00,1458.00,18,1,0,0,0
d5545a49-c3bc-4078-bc80-0241dfbce144,fe3719cd-acee-4a4a-9da7-ebec9189b143,a34f684b-0957-48cf-8e1e-e7608f9ae577,2026-01-21T21:17:00.000Z,2026-01-21,2026-02-19,30,renewal-classification-monthly-v2,2026-01-21T12:00:00.000Z,2026-01-21T12:00:00.000Z,2026-02-19T23:59:59.999Z,,2026-03-25,,2026-01-21T12:00:00.000Z,2,1,9,1,Regular mensual,440.00,transfer,admin_manual,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
e10e394c-079e-452f-b116-a1cb2bc34252,510ab84d-fa82-42cc-8372-cd7d77240bf5,44e88d8f-e954-40e3-aa07-6b787855449d,2026-01-22T20:06:00.000Z,2026-01-22,2026-02-20,30,renewal-classification-monthly-v2,2026-01-22T12:00:00.000Z,2026-01-22T12:00:00.000Z,2026-02-20T23:59:59.999Z,,2026-02-23,2026-02-18T16:49:27.593Z,2026-01-22T12:00:00.000Z,3,1,1,0,Regular mensual,440.00,transfer,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,1,3,1847.00,1847.00,2,1,0,0,1
1ca89e1e-9523-4f71-84ff-c2bc11616896,682d8a42-ca2d-4e2f-9423-06a8ebfb21d1,4ef658e0-e808-4246-b748-2ebf1383182d,2026-01-22T15:46:00.000Z,2026-01-22,2026-02-20,30,renewal-classification-monthly-v2,2026-01-22T12:00:00.000Z,2026-01-22T12:00:00.000Z,2026-02-20T23:59:59.999Z,,2026-03-25,,2026-01-22T12:00:00.000Z,2,1,4,1,Regular mensual,440.00,online_checkout,online_checkout,1,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,1,0,0
7e3d86e2-604d-4a65-b356-49f1c60f79ad,94f7b077-4c08-4388-9d3e-0786a6bc2d4f,56859006-82bd-4243-9c91-d326363cc710,2026-01-22T17:56:00.000Z,2026-01-22,2026-02-20,30,renewal-classification-monthly-v2,2026-01-22T12:00:00.000Z,2026-01-22T12:00:00.000Z,2026-02-20T23:59:59.999Z,,2026-03-28,,2026-01-22T12:00:00.000Z,2,1,8,1,Regular mensual,440.00,transfer,admin_manual,0,0,0,0,29,-1,0,0.00,0.00,0,0,0.00,0.00,-1,1,0,0,0
