userId,subscriptionId,historyId,predictionDate,startsAt,endsAt,maxPurchaseDateUsed,maxFailedPaymentDateUsed,planType,durationDays,amountPaid,paymentMethod,source,isGroupSubscription,previousSubscriptionsCount,previousRenewalsCount,previousRenewalRate,daysAsCustomer,paidOrdersCount,productsPurchasedCount,totalProductSpend,averageOrderValue,daysSinceLastPurchase,failedPaymentsCount,renewedNextPeriod
ee48a62f-168b-4db6-8b23-3beb44eaa339,e00fb7ce-5cd6-42df-b7f3-f08a67c55d8e,a934a632-ac48-4adf-bbef-df5b1c3280c9,2026-01-10,2026-01-18,2026-01-24,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
a70e3543-75a2-493c-b312-baef0da716d3,fd8d082e-899a-48d8-adc6-3dc3f518cce3,ba251d01-3011-4e32-bd37-79c6024fa023,2026-01-10,2026-01-18,2026-01-24,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
e2ffe494-3d94-4d52-8a7f-b45186439cc2,29abe3c1-cc57-4c3f-82c1-5e80155236ce,7af6f1fc-1d56-4be7-8253-d910a0006c67,2026-01-11,2026-01-19,2026-01-25,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
3bf4b243-5c35-401f-a7f4-0ded4fec6326,152002fa-b5d7-400f-8e04-0527fe594a65,392de44e-d1c7-4c7e-bef4-c369e8ac687a,2026-01-12,2026-01-20,2026-01-26,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
2ede9275-a13f-4157-afee-7a81d5feeb12,32719eb4-ffda-4eb3-bafe-39948a483700,447599ae-cd61-4e8e-9d97-bf799f260c62,2026-01-12,2026-01-20,2026-01-26,,,individual,7,207.98,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
cd9ca581-a0c2-48f8-985d-c4e340b25331,a5c6d742-8ce2-4372-9a72-1a802c81afff,d34c92d0-8e56-4d37-9b1c-251e0f353f6e,2026-01-12,2026-01-20,2026-01-26,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
6ef6e71d-0880-4126-a97a-2bd7ee3fdf87,aaa57fc5-296b-42da-8c88-f861bbd40f1c,3be6ee8f-d8c2-4036-92ca-93f0232064a8,2026-01-12,2026-01-20,2026-01-26,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
00b7568e-5c56-462c-97e4-f74c70764baa,354659d5-55d2-42be-a007-140e826a31f6,29363176-f33e-4345-99ab-5d16265305c0,2026-01-14,2026-01-22,2026-01-28,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
67ffe3f3-aff0-4302-8dfb-c5e930493bc3,33285b6c-df69-4aad-be58-a12696268cbf,b5e0c5e5-f6b9-4598-b643-6006f6817500,2026-01-15,2026-01-23,2026-01-29,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
7e3d86e2-604d-4a65-b356-49f1c60f79ad,d000dde8-2d42-46e8-8cdd-bc6ec19b1c54,ee84e5d1-f8e4-4137-9b8c-f82ff9608b42,2026-01-15,2026-01-23,2026-01-29,,,individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
11844694-f428-4250-b034-140498c1f646,fa2d379f-bbaf-4c33-b3f0-9f6e1e6145c0,4e31a926-dfb7-49d0-b9fd-20b44016a3e2,2026-01-15,2026-01-23,2026-01-29,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
37d56eca-2351-462b-b03d-06a78bd94883,9a799717-e467-41df-8755-150fbb25cf24,af4f8b81-e767-40d1-908e-210026fa127d,2026-01-24,2026-01-24,2026-02-07,2026-01-17T01:48:47.872Z,,individual,15,263.25,transfer,admin_manual,0,1,0,0.000000,10,1,3,2547.00,2547.00,7,0,1
86d40fd0-7e6a-4dff-a765-90869d4a4214,fff75b2c-c29e-4831-8fbd-5d6228d60785,1dfeeddf-fcf8-4b63-9d73-7fe0d6de0a6a,2026-01-16,2026-01-24,2026-01-30,,,individual,7,197.44,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
c261d931-5b84-4948-a9bd-2e01908c9eb0,20e754a7-4629-48f7-9c1c-0758be98361f,7f67f6aa-84c2-4106-9a0a-7d044ff63d3e,2026-01-17,2026-01-25,2026-01-31,2026-01-12T22:46:13.866Z,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,1,4,1346.00,1346.00,5,0,0
b4f608ff-8396-41b9-8581-b5922f11cdc0,982a209d-5a48-40f1-aea5-2d0fdf21464e,581eff59-0418-4aa0-af10-e1e41cc371d1,2026-01-17,2026-01-25,2026-01-31,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
5f413623-1d15-4455-8b5f-545152794fb6,fd3402f2-f4d3-46eb-90c3-9980d1539cd3,d89f04ab-c63c-43b8-8b45-523564569bdd,2026-01-18,2026-01-26,2026-02-01,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
8169b49a-489b-4fd3-971d-da8c78d0be0a,14b32752-7bbc-46e8-a7fd-a4e677310a80,a2f2f367-0787-4e13-89ed-a9b74004182d,2026-01-19,2026-01-27,2026-02-02,,2026-01-18T09:00:00.000Z,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,0
3612360a-afef-424d-8046-e6769b33139a,d85faf9f-792a-4b63-8985-372192c4c973,32507c8a-05e5-4bac-a078-d195d808d11d,2026-01-19,2026-01-27,2026-02-02,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
758fde9e-ba78-438d-ac04-753cab683965,ea7456db-a86f-4034-810a-f43a46119bfb,5d2f24e6-599c-44c1-a971-2741f91701b1,2026-01-19,2026-01-27,2026-02-02,,,individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
71ca42cd-5f2e-44e0-8601-1b5e2b82d112,dc11d6d7-1f61-43cd-a9fc-c548f8970bf8,560de121-5615-4164-bce7-382dd9dad6d1,2026-01-20,2026-01-28,2026-02-03,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
f4430823-9be1-4a82-86cc-01ebf1328d07,2a8f865f-5b66-47c0-b03d-51db49601145,556fce88-66ad-4cff-8855-01256609439c,2026-01-21,2026-01-29,2026-02-04,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
00b7568e-5c56-462c-97e4-f74c70764baa,bf471596-5727-49dc-a7f0-9062480af41c,2b8f5252-8394-4a35-b951-0b1061893840,2026-01-21,2026-01-29,2026-02-04,,,individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,0,0,0,0.00,0.00,-1,0,0
e10e394c-079e-452f-b116-a1cb2bc34252,d16d86a5-a9f9-4bf5-a11d-a5f3dda678f8,606543a8-8e85-4064-9c53-98f8cb633a68,2026-01-21,2026-01-29,2026-02-04,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
f2147dff-1c51-4028-aa70-7bb00d101193,ed49489a-5103-4b9c-8c86-d372a8e840e3,4545f304-0994-4564-8f1a-79c5dacd0acb,2026-01-21,2026-01-29,2026-02-04,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
0521e30d-6023-4a72-ac2c-8206634eef0c,67580e50-8ede-48c3-979d-5cdb41d37adf,d3bc5770-d080-4c54-ae25-75f984fc78a2,2026-01-22,2026-01-30,2026-02-05,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
6ad91163-0903-4bbf-af94-d9efc31f607b,c0a5be0b-1421-41dd-91dd-4e87f3b6881b,8b834063-5a27-4431-bf64-9afa1bcb8b4c,2026-01-22,2026-01-30,2026-02-05,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
74cf3cda-ef27-41a5-b063-73d412254d32,c7077b3e-f770-4c98-b7e1-71b6c5729619,ddfd7b29-dded-4012-baa3-31a39f972aac,2026-01-22,2026-01-30,2026-02-05,2026-01-22T09:36:33.590Z,,individual,7,193.65,transfer,admin_manual,0,0,0,0.000000,0,2,6,2494.00,1247.00,0,0,0
2dbb17eb-11b2-480a-85d1-29bee099d29c,10b1a364-951a-4e6b-a8bc-61102e484b54,a9706107-7446-42e4-94f8-3ab0d4c72271,2026-01-23,2026-01-31,2026-02-06,,,individual,7,211.15,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
f547aadd-a628-468c-97fc-58447a8bddf7,1988f949-2597-46a7-b4ff-b5e0f71263c8,fb2849a2-f4fa-4fd7-b4ac-39210a5e46bb,2026-01-23,2026-01-31,2026-02-06,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
b8f9c967-af60-448f-8faf-2bd914bb97b9,3af971f4-661f-451f-8862-05add0d0a86e,de1d6d09-5ebf-4528-bf16-90f077280eda,2026-01-31,2026-01-31,2026-02-14,,,individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
0b526463-1181-4cff-9c0f-3afca5339d30,6a980791-8ef9-4fa7-ab97-d2a129786de7,a4544c08-45dc-4d24-a994-55097388d73a,2026-01-31,2026-01-31,2026-02-14,,2026-01-26T09:00:00.000Z,individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,1,1
d5f04246-4a25-4dea-9cc8-b6488561ea2f,8de1c810-2da0-4729-a2bc-653f620f915f,48dbde26-5834-44f1-9fe2-4dcab56fde4f,2026-01-23,2026-01-31,2026-02-06,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
fb13f382-820a-4b02-a9b0-92bfbfa349ec,b6960dc6-8a6b-41bd-95ee-1b6529b54c61,f51ef36a-4d30-4be8-b1a2-f8a4ce9c031e,2026-01-23,2026-01-31,2026-02-06,,,individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
9fdee37a-4882-422d-a34e-67083bbb5fcf,c6e66fff-e91a-417c-8726-4a1674b4416b,6be7ef9d-3973-49b1-ab0b-ecca20bb5fd0,2026-01-23,2026-01-31,2026-02-06,,,individual,7,194.28,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
4093d89e-d36f-4b09-9153-d5cb0c6ac5c0,f054daae-173a-479d-b89e-ac420e870116,10a8831e-0bfa-448d-8fcc-ed4f2705a7ab,2026-01-23,2026-01-31,2026-02-06,,,individual,7,211.26,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
ef635875-8b44-4a01-a46d-051e2e0d13f4,43a0f219-0888-4272-a68b-40d1621497ec,475b83e1-115f-4d42-8a53-b767c70fc127,2026-01-24,2026-02-01,2026-02-07,,,individual,7,200.12,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
61169e98-ba99-482e-8e4f-ea1551300afd,147dca72-3fba-41e0-b704-8e936a50d1c5,3d4e97f0-ffe7-43ed-9f3e-d32dc72e28ac,2026-01-25,2026-02-02,2026-02-08,,,individual,7,191.37,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
5a2d3995-d426-4c33-9e3c-5a20f5414894,864f750a-49dd-47f4-9514-fbfddcdfbb77,119bd761-e44f-4c09-9655-4fa403b65f05,2026-01-25,2026-02-02,2026-02-08,2026-01-23T23:24:25.740Z,2026-01-25T09:00:00.000Z,individual,7,203.83,transfer,admin_manual,0,0,0,0.000000,0,1,3,1847.00,1847.00,2,1,1
967e5c35-bd10-445a-8336-d1b85447f2f5,88616765-e7a9-4bfb-b154-f33ddb3d03d0,5f587e0f-f8d4-4e12-8617-9f692ee7a2fd,2026-01-25,2026-02-02,2026-02-08,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
8c6eb69c-b364-4dc9-a9bf-74e0210514c5,64686209-1a3e-41b8-bae9-a75b96d84b07,d041b502-d41e-4247-9541-dd2bd479ec15,2026-01-26,2026-02-03,2026-02-09,2026-01-22T22:53:26.519Z,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,1,3,2297.00,2297.00,4,0,0
31713a32-5a1a-45f7-abb5-99f149860a2b,6d46b7df-14ee-47ec-91a0-b2898f009c8b,28249bcf-666d-443a-beab-8ab2ddd54567,2026-02-18,2026-02-03,2026-03-04,2026-02-16T04:48:52.358Z,,individual,30,440.00,transfer,admin_manual,0,0,0,0.000000,15,1,1,549.00,549.00,2,0,0
934c5c14-3a4d-4803-8218-546b43273d82,c70fa508-208d-4bbf-b6bb-ed24b9b2e55b,9c6499ea-76be-4759-ab2b-0cfd8aa1bbf9,2026-01-26,2026-02-03,2026-02-09,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
d5545a49-c3bc-4078-bc80-0241dfbce144,de6e0a32-a75d-40c5-9cad-8ed73ce536ed,c19c0270-b3f1-4fdf-ba89-7418fc80d9fa,2026-01-26,2026-02-03,2026-02-09,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
a979cb6a-c2e0-45bc-a1fe-478814774835,328f4dae-ffaa-43f2-bb59-f64602cf75ee,cdafa1b8-3d0d-401c-92dd-4ff8e9d3201e,2026-01-27,2026-02-04,2026-02-10,,,individual,7,209.48,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
aadb1508-e697-4bbf-81bf-ad1aa9a0844a,4bb0ab29-685e-49ea-83c0-985c06cc3941,15889ea2-68c5-4f07-a837-6dca904be168,2026-01-27,2026-02-04,2026-02-10,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
0f83a7d8-7ac6-4b4e-81df-3a8973dd15c0,637aeb47-bb30-4354-a153-b689f2cc8739,2425531e-5ceb-41a9-bb73-7b2851f57bc6,2026-01-27,2026-02-04,2026-02-10,,,individual,7,211.79,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
ef5f361b-da77-441a-bdb6-569b4e0e0ee1,6539b814-fddc-4cb1-a250-3c9d1e3c4375,a630f4c5-7225-4b7f-90e8-54971b200769,2026-01-27,2026-02-04,2026-02-10,,,individual,7,206.55,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
76380f0a-ca4d-422e-90df-13dac630e7ce,8839e8c2-87dc-4d48-8a94-f4e46ae94aeb,628918cb-6a9c-4846-b3c2-ee7d66ec6e20,2026-01-27,2026-02-04,2026-02-10,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
f23bfd09-f692-41b0-afc6-561f965b3cf1,c2524cc8-4a83-4108-894c-0361f32e6e51,05d1d12f-cb01-4718-b353-8e4d7f2f11b5,2026-02-04,2026-02-04,2026-02-18,,,individual,15,300.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
e18b8f18-05d4-4a4c-93f5-3b1cbfbd058c,f27b221d-f796-4b40-8ea0-7b8a4c4d4bd3,fa6c8f05-5bee-4d79-a4f4-f4092f848f68,2026-01-27,2026-02-04,2026-02-10,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
95569e2a-f293-4ff0-a0ab-94f2d3d6a16a,12f89886-864e-45dc-8a7a-535ee7f9ca68,9bda17dc-d38e-4e9c-b4f7-27c931d6e6b5,2026-01-28,2026-02-05,2026-02-11,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
85114c5c-3b0b-46bf-9f03-23e02ce8686e,58feeca1-efb6-4c02-ba3a-629269dddf63,e976cea1-d962-4eaf-a56b-192218688e6b,2026-02-05,2026-02-05,2026-02-19,,,individual,15,300.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
8426a320-8e82-4bc2-bb86-d856dc22a7a1,08d33121-c364-44f2-b30c-d37b157c14f9,c5d1984e-e123-4043-ba24-99648a6a4163,2026-01-29,2026-02-06,2026-02-12,,,individual,7,206.22,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
5f413623-1d15-4455-8b5f-545152794fb6,dfda912f-8226-4c76-aff4-25d9351d5a5c,146bef9d-1bea-4c64-bdda-e767d3da202d,2026-01-29,2026-02-06,2026-02-12,2026-01-29T00:12:03.766Z,,individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,3,1,2,2448.00,2448.00,0,0,1
f7054254-459f-4f21-bc37-e4df2afb43ad,f8623851-09d0-4fc3-883f-65a95d5bcef4,3ffc9252-85a2-48c3-a37b-66eb64d4e490,2026-01-29,2026-02-06,2026-02-12,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
c3ccc0bc-1600-43f3-8394-ec95a787823a,06aaf159-4085-4be9-ac9b-78dfc120f3ec,778509ad-37bd-4ba7-a23a-b6a058fb6b30,2026-02-08,2026-02-08,2026-02-22,,,individual,15,300.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
0fdd7679-430e-4085-830a-d6e8091c8e73,0cec6a24-c8b0-429f-af2e-f5a2746e6a8e,acdbe942-23d3-4600-94b6-a0be1264b75a,2026-01-31,2026-02-08,2026-02-14,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
7918ed57-06dd-422e-ac42-b5b698b57b71,c174f852-08bd-4bc5-b287-7d48e3398e74,940b8228-54e9-4536-81f4-5ffede23c009,2026-01-31,2026-02-08,2026-02-14,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,1
9bc6667b-ee82-4ca1-b156-27a82a8d439b,0e056cfd-df98-4f69-8fac-1d58afb7dd19,911d5a3a-9af9-40c0-a248-12bafc35a141,2026-02-01,2026-02-09,2026-02-15,,,individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
a4875cf5-be73-4c13-b7a7-d62f9add4b9b,15d888ef-eae6-492c-8893-3e2488aca664,dd084f44-85ad-4cc6-8fca-cbd4e818ee84,2026-02-01,2026-02-09,2026-02-15,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
2b15595d-4799-4aa1-87fd-b00bf499dbb0,3dd58f35-d3bd-402d-b08e-40f24f0f4934,4d44e462-c8ad-459b-bdd9-32f90b79f115,2026-02-01,2026-02-09,2026-02-15,,,individual,7,225.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
ef635875-8b44-4a01-a46d-051e2e0d13f4,698982c0-1f8c-47f0-839d-4db908ca2cb9,af0a9f0d-6675-45e9-bcb8-d77b32face0a,2026-02-01,2026-02-09,2026-02-15,,2026-02-01T09:00:00.000Z,individual,7,225.00,online_checkout,online_checkout,0,1,0,0.000000,0,0,0,0.00,0.00,-1,1,0
e180dde3-9007-46c2-93e6-14adc85c891e,9eaa1cdf-f3cb-4610-8f87-588db9aec2cb,e80bdf3d-a3c9-44da-b586-78df305db956,2026-02-01,2026-02-09,2026-02-15,,,individual,7,206.24,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
4840e72b-3e04-4c35-8c92-30eff807742f,ab481896-a593-43c4-81e6-93dd9d5ec844,2ee6072f-26be-4bc8-a74a-7a06dcd908e0,2026-02-01,2026-02-09,2026-02-15,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
5e6ed940-9e40-4881-a9b3-f9c9286aa686,f6e5083d-0ede-418b-8b51-a51d1a99a110,f8523c3d-86ee-4486-ae71-dc4ff39aeb1b,2026-02-01,2026-02-09,2026-02-15,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
8b4b56ef-2b95-4e2d-b287-c6160f53108c,8fae710d-d699-424b-903f-2b000895b19e,614a95fc-aad7-4742-a307-b94a57e86e13,2026-02-02,2026-02-10,2026-02-16,,,individual,7,204.00,online_checkout,online_checkout,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
0521e30d-6023-4a72-ac2c-8206634eef0c,b84fa4aa-2e2d-4daa-a020-bc2a8f04a55e,1a83576f-9f7a-42d0-b4ac-1d283e5e436f,2026-02-02,2026-02-10,2026-02-16,,,individual,7,225.00,cash,admin_manual,0,1,0,0.000000,3,0,0,0.00,0.00,-1,0,0
894436e8-d3e7-40ca-a77a-3d8d8f22ec2f,fd70c62a-d9a8-4b06-a82c-413bf1c421bc,8c0c1f74-74aa-48f5-a483-5a8fe6345bc1,2026-02-02,2026-02-10,2026-02-16,,,individual,7,225.00,card_terminal,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
00243b67-a7e7-4cc4-b9a7-e5829db383bd,940d898a-e7cb-40a8-8cde-fbec2eb5093a,9c6e66d3-cb50-4502-b700-a9dc90fe6b69,2026-02-03,2026-02-11,2026-02-17,,,individual,7,225.00,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
d68d5d70-c30f-4935-b721-3425cf337678,e2385a1d-7ced-493b-9b3e-e37bca95c23d,aa16a837-681e-4edc-bc7b-4e1b83fc2c91,2026-02-03,2026-02-11,2026-02-17,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
cb6376f9-50e0-4b36-a69a-cc7407e7a196,eed58c91-1ab3-4f35-8a77-45ad7a1a637e,00c48892-f06f-467d-8ef8-4716325c031d,2026-02-03,2026-02-11,2026-02-17,,,individual,7,225.00,cash,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
5a2d3995-d426-4c33-9e3c-5a20f5414894,1c50d9ee-4ae0-415d-ba3a-dd7310856691,f85ae175-d037-444c-b741-e8a8ffa1a3f2,2026-02-04,2026-02-12,2026-02-18,2026-01-23T23:24:25.740Z,2026-01-25T09:00:00.000Z,individual,7,225.00,card_terminal,admin_manual,0,1,0,0.000000,2,1,3,1847.00,1847.00,12,1,0
d5545a49-c3bc-4078-bc80-0241dfbce144,b5d07a27-3f08-4a72-a4ed-b7549db64bcc,f930d6ed-3eb6-4e20-a297-863800fae244,2026-02-04,2026-02-12,2026-02-18,,,individual,7,210.29,transfer,admin_manual,0,1,0,0.000000,1,0,0,0.00,0.00,-1,0,0
71ca42cd-5f2e-44e0-8601-1b5e2b82d112,d0b2fe25-2294-467d-ad42-a442786fafcd,3bd2256f-b9b2-4726-bbfa-8eed46b5b628,2026-02-04,2026-02-12,2026-02-18,2026-01-30T14:22:44.411Z,,individual,7,203.58,online_checkout,online_checkout,0,1,0,0.000000,7,1,2,1328.00,1328.00,5,0,0
6b6c2f1d-224e-49b0-8d02-98b12cbcda0b,1a5bdb15-ecc8-4894-a6a9-bd1013eb381a,b191b67e-e31d-4338-a2d1-6ca945d0ac72,2026-02-05,2026-02-13,2026-02-19,,,individual,7,202.60,transfer,admin_manual,0,0,0,0.000000,0,0,0,0.00,0.00,-1,0,0
